canonical_song_id,canonical_title,canonical_artist,canonical_group_key,entry_count,alias_count,first_chart_date,last_chart_date
2903,TOXIC,Dreezy feat. T-Pain,toxic|||dreezy feat t pain,3,1,2025-07-15,2025-07-29
2676,Take That,Torrey Carter,take that|||torrey carter,3,1,2004-09-07,2004-09-21
2729,That's What I'm Looking For,Da Brat,thats what im looking for|||da brat,3,1,2011-11-08,2011-11-22
2746,The Deeper I Go (Out of Sync),James Ingram,the deeper i go out of sync|||james ingram,3,1,2012-10-16,2016-05-31
2768,The Most Beautiful Girl in the World,Prince,the most beautiful girl in the world|||prince,3,1,2004-03-16,2004-06-01
2772,The Power of Love,Celine Dion,the power of love|||celine dion,3,1,2013-11-05,2013-12-31
2775,The Reason,Hoobastank,the reason|||hoobastank,3,1,2004-08-10,2004-08-24
2777,The Red Hot Mamma (Cool Boarders 2),SCEA,the red hot mamma cool boarders 2|||scea,3,1,2009-02-10,2009-02-24
2781,The Second Coming,Kevin MacLeod,the second coming|||kevin macleod,3,1,2016-08-16,2016-08-30
2786,The Story of Adidon,Pusha T,the story of adidon|||pusha t,3,1,2020-05-26,2020-06-09
2812,Theme of Guy (Street Fighter Alpha 2),Setsuo Yamamoto; Syun Nishigaki; Tatsuro Suzuki,theme of guy street fighter alpha 2|||setsuo yamamoto syun nishigaki tatsuro suzuki,3,1,2005-02-15,2005-03-01
2820,Theme of Nina Williams,Namco,theme of nina williams|||namco,3,1,2004-09-07,2004-09-21
2819,Theme of Nina Williams (Tekken 2),Namco,theme of nina williams tekken 2|||namco,3,1,2005-05-10,2005-05-24
2843,This Is How We Roll,John Cena feat. Tha Trademarc,this is how we roll|||john cena feat tha trademarc,3,1,2005-09-20,2005-10-04
2877,Toccata & Fugue,Yasuhiro Nakano; Makoto Mukai,toccata and fugue|||yasuhiro nakano makoto mukai,3,1,2015-12-29,2016-01-12
2889,Too Close,Next,too close|||next,3,1,2022-01-25,2022-02-08
2906,Trap Muzik,T.I. feat. Mac Boney,trap muzik|||t i feat mac boney,3,1,2003-12-23,2004-01-06
2912,Trapped In the Closet (Chapter 4),R. Kelly,trapped in the closet chapter 4|||r kelly,3,1,2005-06-21,2005-07-05
2933,Turn This Mutha Out,Hammer,turn this mutha out|||hammer,3,1,2013-04-02,2013-04-16
2951,U.B.R. (Unauthorized Biography of Rakim),Nas,u b r unauthorized biography of rakim|||nas,3,1,2005-05-10,2005-05-24
2960,Uhh Ahh,Boyz II Men,uhh ahh|||boyz ii men,3,1,2017-02-28,2017-03-14
2962,Unbelievable,Ray J feat. Detail; Gangsta Girl; Timbaland; Shorty Mack,unbelievable|||ray j feat detail gangsta girl timbaland shorty mack,3,1,2006-07-25,2006-08-08
2977,Untitled (How Does It Feel),Matt Bomer,untitled how does it feel|||matt bomer,3,1,2015-09-22,2015-10-06
2993,Wait (The Whisper Song) (Remix),Ying Yang Twins feat. Lil' Scrappy; Free; Busta Rhymes; Missy Elliott,wait the whisper song remix|||ying yang twins feat lil scrappy free busta rhymes missy elliott,3,1,2006-01-03,2006-01-17
3008,Wanna Get With You,Guy,wanna get with you|||guy,3,1,2017-02-07,2017-02-21
3017,Warning,The Notorious B.I.G.,warning|||the notorious b i g,3,1,2003-11-11,2003-11-25
3026,Wasting Time,Kid Rock,wasting time|||kid rock,3,1,2018-10-16,2025-03-04
3060,Westside,JVLIAN feat. Gemaine,westside|||jvlian feat gemaine,3,1,2024-04-30,2024-05-14
3061,Wet Bar,Lisa Addeo,wet bar|||lisa addeo,3,1,2024-11-26,2024-12-10
3100,What's Up,dvsn feat. Jagged Edge,whats up|||dvsn feat jagged edge,3,1,2022-12-20,2023-01-03
3118,Whipcraker,Yasuhiro Nakano; Makoto Mukai,whipcraker|||yasuhiro nakano makoto mukai,3,1,2015-09-15,2016-01-12
3131,Why Don't We Fall In Love,Amerie feat. Ludacris,why dont we fall in love|||amerie feat ludacris,3,1,2004-02-24,2004-03-09
3135,Why You Treat Me So Bad,Club Nouveau,why you treat me so bad|||club nouveau,3,1,2007-08-07,2007-08-21
3140,"Wild, Wild West",Kool Moe Dee,wild wild west|||kool moe dee,3,1,2005-09-13,2005-09-27
3152,Wockesha,Moneybagg Yo,wockesha|||moneybagg yo,3,1,2025-04-22,2025-05-06
3162,Won't He Do It,Koryn Hawthorne,wont he do it|||koryn hawthorne,3,1,2019-02-05,2019-02-19
3175,Work,Rihanna feat. Drake,work|||rihanna feat drake,3,1,2016-03-29,2016-04-12
3202,You Gots To Chill,EPMD,you gots to chill|||epmd,3,1,2004-10-05,2004-10-19
3205,You Knew,Mario Winans feat. Slim,you knew|||mario winans feat slim,3,1,2005-10-18,2005-11-01
5,10 Frisk Commandments (Remix),Jasiri X; Willie Evans Jr.; Elon James White; Aaron Rand Freeman,10 frisk commandments remix|||jasiri x willie evans jr elon james white aaron rand freeman,2,1,2013-07-02,2013-07-30
11,16 CARRIAGES,Beyoncé,16 carriages|||beyonce,2,1,2024-04-30,2024-05-07
33,24's,T.I.,24s|||t i,2,1,2003-10-21,2003-10-28
37,30 For 30,SZA & Kendrick Lamar,30 for 30|||sza and kendrick lamar,2,1,2025-08-19,2026-01-20
45,679,Fetty Wap feat. Remy Boyz,679|||fetty wap feat remy boyz,2,1,2015-12-15,2015-12-22
50,90's RnB,Don Trip,90s rnb|||don trip,2,1,2024-04-16,2024-04-23
62,A Million Times,T-Pain feat. O.T. Genasis,a million times|||t pain feat o t genasis,2,1,2019-02-26,2019-03-05
75,Act 1 Boss (Sonic the Hedgehog 3),Sonic Team,act 1 boss sonic the hedgehog 3|||sonic team,2,1,2004-03-23,2004-03-30
83,Afro Puffs,The Lady of Rage,afro puffs|||the lady of rage,2,1,2019-10-08,2019-12-10
95,Ain't No Fun,Dino Conner feat. Teddy,aint no fun|||dino conner feat teddy,2,1,2010-12-21,2010-12-28
97,Ain't No Fun,Dino of H-Town; Teddy,aint no fun|||dino of h town teddy,2,1,2016-10-11,2020-10-11
102,Ain't Nobody,Rufus; Chaka Khan,aint nobody|||rufus chaka khan,2,1,2004-01-06,2004-01-13
107,All About the Money,T.I. feat. Young Thug,all about the money|||t i feat young thug,2,1,2016-03-22,2016-03-29
109,All Because of You,Marques Houston,all because of you|||marques houston,2,1,2005-08-23,2005-08-30
113,All I Have,Jennifer Lopez feat. L.L. Cool J,all i have|||jennifer lopez feat l l cool j,2,1,2004-01-06,2004-01-13
114,All I Have,Jennifer Lopez feat. LL Cool J,all i have|||jennifer lopez feat ll cool j,2,1,2008-02-12,2008-02-19
145,Ambient Gemini OC ReMix,McVaffe,ambient gemini oc remix|||mcvaffe,2,1,2005-07-05,2005-07-12
152,Angelique,Scott Schreer,angelique|||scott schreer,2,1,2010-10-05,2010-10-12
161,Anything,Jay-Z,anything|||jay z,2,1,2004-08-31,2004-09-07
162,"Anytime, Anyplace",Janet Jackson,anytime anyplace|||janet jackson,2,1,2004-03-02,2004-03-09
167,Armies,KB,armies|||kb,2,1,2021-09-07,2021-09-14
178,Atmospheres,Michael Dulin,atmospheres|||michael dulin,2,1,2005-06-07,2005-06-14
207,Baby,Ashanti,baby|||ashanti,2,1,2008-04-08,2008-04-15
202,Baby I'm Yours,Shai,baby im yours|||shai,2,1,2005-01-04,2005-01-11
220,"Bad, Bad Man",John Cena feat. Tha Trademarc; Bumpy Knuckles,bad bad man|||john cena feat tha trademarc bumpy knuckles,2,1,2005-08-16,2005-08-23
241,Bartender,T-Pain feat. Akon,bartender|||t pain feat akon,2,1,2007-05-22,2007-05-29
250,Be Without You,Mary J. Blige,be without you|||mary j blige,2,1,2006-04-11,2006-04-18
257,Beauty,Dru Hill,beauty|||dru hill,2,1,2004-10-05,2004-10-19
272,Beep,The Pussycat Dolls feat. will.i.am,beep|||the pussycat dolls feat will i am,2,1,2006-05-16,2006-05-23
275,Beg For It,Chris Brown,beg for it|||chris brown,2,1,2011-03-22,2011-03-29
278,Best For Me,Joyner Lucas; Jelly Roll,best for me|||joyner lucas jelly roll,2,1,2024-04-02,2024-04-09
287,Between Your Thighs,Rayven Justice; Young Greatness,between your thighs|||rayven justice young greatness,2,1,2016-10-11,2020-10-11
292,Big Spender,Missy Elliott,big spender|||missy elliott,2,1,2003-06-10,2003-06-17
301,Black Heaven,Boosie Badazz feat. Keyshia Cole and J. Cole,black heaven|||boosie badazz feat keyshia cole and j cole,2,1,2016-08-23,2016-08-30
307,Blackout,Joyner Lucas feat. Future,blackout|||joyner lucas feat future,2,1,2023-04-18,2023-04-25
308,Blackout,Joyner Lucas; Future,blackout|||joyner lucas future,2,1,2023-05-02,2023-05-09
318,Blow the Whistle,Too $hort,blow the whistle|||too hort,2,1,2024-08-06,2024-08-13
341,Boomerang,Lehla Samia,boomerang|||lehla samia,2,1,2023-08-15,2023-08-22
356,Brain Damage,Eminem,brain damage|||eminem,2,1,2004-09-28,2004-10-05
367,Breathe,Fabolous,breathe|||fabolous,2,1,2004-11-16,2004-11-23
365,"Breathe, Stretch, Shake",Mase,breathe stretch shake|||mase,2,1,2005-01-04,2005-01-11
400,Buy Dirt,Jordan Davis feat. Luke Bryan,buy dirt|||jordan davis feat luke bryan,2,1,2024-05-21,2024-05-28
404,By Yourself,Ty Dolla $ign feat. Jhené Aiko; Mustard,by yourself|||ty dolla ign feat jhene aiko mustard,2,1,2021-04-13,2021-04-20
409,Call Me,Big Bub,call me|||big bub,2,1,2023-02-28,2023-03-07
430,Can't Believe It,T-Pain,cant believe it|||t pain,2,1,2008-11-04,2008-11-11
435,Can't Leave Drank Alone,Z-Ro,cant leave drank alone|||z ro,2,1,2022-04-19,2022-04-26
437,Can't Live Without You,One-Five,cant live without you|||one five,2,1,2004-11-23,2004-11-30
462,Chain Hang Low,Jibbs,chain hang low|||jibbs,2,1,2006-10-31,2006-11-07
463,Chains & Whips,Clipse feat. Kendrick Lamar,chains and whips|||clipse feat kendrick lamar,2,1,2025-09-02,2025-09-09
465,Chains & Whips,Clipse; Kendrick Lamar feat. Pusha T; Malice,chains and whips|||clipse kendrick lamar feat pusha t malice,2,1,2025-07-22,2025-07-29
475,Change Me,BigXthaPlug,change me|||bigxthaplug,2,1,2024-10-15,2024-10-22
477,Chardonnay Kisses,G Bliz & The Colleagues,chardonnay kisses|||g bliz and the colleagues,2,1,2023-02-21,2023-04-11
483,Check on It,Beyoncè feat. Slim Thug,check on it|||beyonce feat slim thug,2,1,2006-01-31,2006-02-07
488,Checkmate,Jadakiss,checkmate|||jadakiss,2,1,2005-05-31,2005-06-07
492,Chica Bonita,"Shaggy feat. Ricardo ""Rik-Rok"" Ducent",chica bonita|||shaggy feat ricardo rik rok ducent,2,1,2008-02-19,2008-02-26
505,Circle K,BigWalkDog,circle k|||bigwalkdog,2,1,2023-08-15,2023-08-22
511,Close Friends,Lil Baby,close friends|||lil baby,2,1,2019-07-16,2019-07-23
520,Colorless Wind (sola),Aira Yuuki,colorless wind sola|||aira yuuki,2,1,2013-03-19,2013-03-26
551,Confused,Tevin Campbell,confused|||tevin campbell,2,1,2003-10-07,2004-04-27
555,Corporate Player (Triple H Theme),Jim Johnston,corporate player triple h theme|||jim johnston,2,1,2016-10-18,2017-07-04
561,Cowgirl,Sons of Funk,cowgirl|||sons of funk,2,1,2024-01-09,2024-01-16
579,Cryin',Aerosmith,cryin|||aerosmith,2,1,2009-08-04,2009-08-11
588,Da Pipes OC ReMix,Franz Keller,da pipes oc remix|||franz keller,2,1,2005-01-11,2005-01-18
606,Dayz of Our Livez,Bone Thugs-N-Harmony,dayz of our livez|||bone thugs n harmony,2,1,2007-05-29,2007-06-05
622,Depression,Dax,depression|||dax,2,1,2024-02-06,2024-02-13
627,Diamond Boy (DTM),SZA,diamond boy dtm|||sza,2,1,2025-08-19,2025-08-26
634,"Didn't Mean to Turn You On - from ""Above The Rim""",2nd II None,didnt mean to turn you on from above the rim|||2nd ii none,2,1,2019-05-28,2019-06-04
636,Die For You,H-Town,die for you|||h town,2,1,2018-02-27,2018-03-06
649,Do Like Lovers Do,Xscape,do like lovers do|||xscape,2,1,2004-08-03,2005-01-11
661,Do You,Tank feat. Keith Sweat; Candice Boyd,do you|||tank feat keith sweat candice boyd,2,1,2022-09-20,2022-09-27
659,Do You Want a Revolution,Kirk Franklin,do you want a revolution|||kirk franklin,2,1,2011-04-26,2011-05-03
660,Do You Well,Omarion,do you well|||omarion,2,1,2020-12-15,2020-12-22
684,Don't F*** With Us,John Cena feat. Tha Trademarc,dont f with us|||john cena feat tha trademarc,2,1,2005-08-16,2005-08-23
714,Down In the DM,Yo Gotti or feat. Nicki Minaj,down in the dm|||yo gotti or feat nicki minaj,2,1,2016-09-27,2016-10-04
715,Down Low (X-Rated Remix),R. Kelly,down low x rated remix|||r kelly,2,1,2006-05-02,2006-05-09
733,Drowning,Mario,drowning|||mario,2,1,2018-08-21,2018-08-28
734,Drunk Sex,Yung Bleu,drunk sex|||yung bleu,2,1,2025-12-23,2025-12-30
735,Dry Your Eyes,Paul Taylor,dry your eyes|||paul taylor,2,1,2004-11-09,2004-11-16
742,Earned It (Fifty Shades of Gray),The Weeknd,earned it fifty shades of gray|||the weeknd,2,1,2015-10-13,2015-10-20
747,Elevation,Jackiem Joyner,elevation|||jackiem joyner,2,1,2022-06-07,2022-06-14
756,Enter the Blackness (This Week In Blackness),Jasiri X; Willie Evans Jr.; Elon James White; Aaron Rand Freeman,enter the blackness this week in blackness|||jasiri x willie evans jr elon james white aaron rand freeman,2,1,2013-07-09,2013-10-22
760,Escape,Mitsu Nakamura; Hashimoto Yoshi,escape|||mitsu nakamura hashimoto yoshi,2,1,2004-06-08,2004-06-15
766,Every Ghetto,Nas,every ghetto|||nas,2,1,2003-05-27,2003-06-03
767,Every Little Step,Bobby Brown,every little step|||bobby brown,2,1,2007-06-12,2007-06-19
811,Feel the Funk (Dangerous Minds),Immature,feel the funk dangerous minds|||immature,2,1,2006-10-17,2006-10-24
817,Feenin' (Remix),Jodeci,feenin remix|||jodeci,2,1,2004-06-01,2004-06-08
822,Find A Way,A Tribe Called Quest,find a way|||a tribe called quest,2,1,2005-02-15,2005-02-22
840,Flipside,Juvenile Committee,flipside|||juvenile committee,2,1,2009-06-16,2009-06-30
839,Flipside (Juice),Juvenile Committee,flipside juice|||juvenile committee,2,1,2009-06-09,2009-06-23
851,Fool,Perfume Genius,fool|||perfume genius,2,1,2025-12-23,2025-12-30
867,Forget I Was A G (Jason's Lyric),The Whitehead Bros.,forget i was a g jasons lyric|||the whitehead bros,2,1,2017-04-04,2017-04-11
868,Fortunate,Maxwell,fortunate|||maxwell,2,1,2005-01-04,2005-01-11
873,Freak Me (Remix),Silk,freak me remix|||silk,2,1,2005-04-05,2005-04-12
889,Friday Night Lights,Kwaku Asante,friday night lights|||kwaku asante,2,1,2025-10-28,2025-11-04
892,From the Chuuuch to the Palace,Snoop Dogg,from the chuuuch to the palace|||snoop dogg,2,1,2004-02-03,2004-02-10
902,Fuk U In The Ass,The Outhere Brothers,fuk u in the ass|||the outhere brothers,2,1,2005-06-14,2005-06-21
913,Funky the Main Monkey (Donkey Kong Country 2),David Wise,funky the main monkey donkey kong country 2|||david wise,2,1,2011-11-15,2011-11-29
1024,GOOD TIME,Niko Moon,good time|||niko moon,2,1,2024-05-21,2024-05-28
921,Ganja Breed,Sean Paul,ganja breed|||sean paul,2,1,2003-08-12,2003-08-19
949,Get the F**k Back,Ludacris feat. I-20; Fate; Shawnna,get the f k back|||ludacris feat i 20 fate shawnna,2,1,2003-04-22,2003-04-29
973,Gin & Juice,Snoop Doggy Dogg,gin and juice|||snoop doggy dogg,2,1,2004-08-24,2004-08-31
1021,Good Things Don't Last,Men at Large,good things dont last|||men at large,2,1,2007-04-24,2007-05-01
1036,Got Your Money,Ol' Dirty Bastard feat. Kelis,got your money|||ol dirty bastard feat kelis,2,1,2004-09-28,2004-10-05
1038,Gotta Go Solo,Patti LaBelle feat. Ronald Isley,gotta go solo|||patti labelle feat ronald isley,2,1,2006-10-31,2006-11-07
1057,Guilty Conscience,Eminem feat. Dr. Dre,guilty conscience|||eminem feat dr dre,2,1,2004-09-28,2004-10-05
1077,Ha,Juvenile,ha|||juvenile,2,1,2004-05-11,2004-05-18
1072,Hard Times,Ludacris feat. Carl Thomas; 8-Ball; MJG,hard times|||ludacris feat carl thomas 8 ball mjg,2,1,2006-07-11,2006-07-18
1078,Head Over Heels,Jenevieve,head over heels|||jenevieve,2,1,2025-07-15,2025-07-22
1084,Heartbeat of the Light,Sega,heartbeat of the light|||sega,2,1,2003-06-24,2003-07-01
1091,Hell No (Leave Home),Monica feat. Twista,hell no leave home|||monica feat twista,2,1,2007-05-08,2007-05-15
1096,Hello,T.I. feat. Governor,hello|||t i feat governor,2,1,2006-10-24,2006-10-31
1103,Here We Go,Freestylers,here we go|||freestylers,2,1,2004-09-07,2004-09-14
1111,Hey Mama,Black Eyed Peas,hey mama|||black eyed peas,2,1,2004-08-10,2004-08-17
1117,Highly Favored,Neek,highly favored|||neek,2,1,2023-08-15,2023-08-22
1136,Homesick,Kane Brown,homesick|||kane brown,2,1,2020-01-21,2020-01-28
1158,How About Now Freestyle,Bryson Tiller,how about now freestyle|||bryson tiller,2,1,2019-09-24,2020-06-23
1171,How Does It Make You Feel,Victoria Monét,how does it make you feel|||victoria monet,2,1,2024-02-06,2024-02-13
1181,Humble Mumble,OutKast feat. Erykah Badu,humble mumble|||outkast feat erykah badu,2,1,2003-10-28,2003-11-04
1183,Humpin' Around,Bobby Brown,humpin around|||bobby brown,2,1,2004-09-07,2004-09-14
1184,Humpty Dance,Digital Underground,humpty dance|||digital underground,2,1,2004-01-20,2004-01-27
1190,Hypnotized,Plies feat. Akon,hypnotized|||plies feat akon,2,1,2008-01-01,2008-01-08
1193,I Am the Bullgod (Remix),Kid Rock,i am the bullgod remix|||kid rock,2,1,2005-06-28,2005-07-05
1196,I Believe In You,Joe feat. *Nsync,i believe in you|||joe feat nsync,2,1,2004-11-02,2004-11-09
1216,I Don't Want to Miss A Thing,Aerosmith,i dont want to miss a thing|||aerosmith,2,1,2004-07-13,2004-07-20
1230,I Knew You Were Cheatin',Keith Sweat,i knew you were cheatin|||keith sweat,2,1,2008-03-18,2008-03-25
1245,I Love You,Faith Evans,i love you|||faith evans,2,1,2003-07-01,2003-07-08
1244,I Love Your Smile,Shanice,i love your smile|||shanice,2,1,2007-11-20,2007-11-27
1249,I Mean (I Don't Mean It),R. Kelly,i mean i dont mean it|||r kelly,2,1,2007-05-08,2007-05-15
1256,I Need,TGT,i need|||tgt,2,1,2013-10-01,2013-10-08
1251,I Need a Girl (part 2),P. Diddy feat. Ginuwine; Loon; Mario Winans; Tammy Ruggieri,i need a girl part 2|||p diddy feat ginuwine loon mario winans tammy ruggieri,2,1,2003-07-01,2003-07-08
1257,I Never Wanna Live Without You,Mary J. Blige,i never wanna live without you|||mary j blige,2,1,2006-01-24,2006-01-31
1266,I Stand On That,E-40 feat. Joyner Lucas; T.I.,i stand on that|||e 40 feat joyner lucas t i,2,1,2020-12-01,2020-12-08
1280,I Wanna Be Yours (Quiet Storm Mix),Trellini,i wanna be yours quiet storm mix|||trellini,2,1,2020-03-03,2020-03-10
1296,I Will Always Love You (The Bodyguard),Whitney Houston,i will always love you the bodyguard|||whitney houston,2,1,2013-05-14,2013-05-21
1330,I'll Be Damned If I Apologize,Adina Howard feat. K-Ci,ill be damned if i apologize|||adina howard feat k ci,2,1,2011-10-25,2011-11-01
1332,I'll Be Missing You,Puff Daddy feat. Faith Evans; 112,ill be missing you|||puff daddy feat faith evans 112,2,1,2004-01-06,2004-01-13
1441,I've Been Searchin' (Nobody Like You),Glenn Jones,ive been searchin nobody like you|||glenn jones,2,1,2022-03-08,2022-03-15
1306,ICU,Danny Boy,icu|||danny boy,2,1,2023-03-07,2023-03-14
1303,Icecapped OC Remix,McVaffe,icecapped oc remix|||mcvaffe,2,1,2004-03-02,2004-03-09
1312,If I Had to Live My Life Without You,Everette Harp,if i had to live my life without you|||everette harp,2,1,2023-10-24,2023-10-31
1321,If We Make Love Tonight,Adina Howard,if we make love tonight|||adina howard,2,1,2007-01-16,2007-01-23
1370,In Da Club vs. Right Thurr,50 Cent; Chingy,in da club vs right thurr|||50 cent chingy,2,1,2003-12-30,2004-01-06
1373,In My Bed,Rotimi feat. Wale,in my bed|||rotimi feat wale,2,1,2020-07-28,2020-08-04
1407,It Ain't My Fault,Silkk the Shocker feat. Mystikal,it aint my fault|||silkk the shocker feat mystikal,2,1,2004-02-24,2004-03-02
1414,It Never Rains in Southern California,Tony! Toni! Tonè!,it never rains in southern california|||tony toni tone,2,1,2008-07-01,2008-07-08
1440,It's Your Turn,Gerald LeVert,its your turn|||gerald levert,2,1,2010-11-30,2010-12-07
1443,Jack Dorsey,Neek,jack dorsey|||neek,2,1,2026-03-31,2026-04-07
1456,Juice,Chiae,juice|||chiae,2,1,2024-04-16,2024-04-23
1455,Juice (Know the Ledge),Eric B. and Rakim,juice know the ledge|||eric b and rakim,2,1,2004-11-09,2005-06-07
1471,Just For My Love (Tsukuyomi Moon Phase),Miko Twins,just for my love tsukuyomi moon phase|||miko twins,2,1,2008-04-29,2008-05-06
1477,Just Like Candy,8-Ball and MJG,just like candy|||8 ball and mjg,2,1,2020-10-20,2020-10-27
1481,Just One Night,Numskull feat. J-Bo; Yukmouth,just one night|||numskull feat j bo yukmouth,2,1,2013-05-28,2013-06-04
1492,Karate Chop,Future feat. Lil' Wayne or Casino,karate chop|||future feat lil wayne or casino,2,1,2016-10-11,2020-10-11
1489,Karate Chop (Remix),Future feat. Lil' Wayne,karate chop remix|||future feat lil wayne,2,1,2013-04-02,2014-03-04
1494,Keep It Right There (DeVante Swing Remix),Changing Faces feat. DeVante Swing,keep it right there devante swing remix|||changing faces feat devante swing,2,1,2011-05-17,2011-05-24
1504,Keep You In Mind,Guordan Banks,keep you in mind|||guordan banks,2,1,2020-06-30,2020-07-07
1505,Keep You In Mind,Guordan Banks feat. Chris Brown; Bryson Tiller,keep you in mind|||guordan banks feat chris brown bryson tiller,2,1,2017-01-17,2017-01-31
1502,Keep You In Mind (Remix),Guordan Banks feat. Chris Brown,keep you in mind remix|||guordan banks feat chris brown,2,1,2016-11-22,2016-11-29
1506,Kick It,John Hobbs,kick it|||john hobbs,2,1,2010-01-19,2010-01-26
1509,KillerInstincts Enhanced OC Remix,Jared Hudson,killerinstincts enhanced oc remix|||jared hudson,2,1,2004-10-26,2004-11-02
1519,Knockin' Boots,Candyman,knockin boots|||candyman,2,1,2023-06-27,2023-07-04
1525,Know Your Role,Method Man feat. The Rock,know your role|||method man feat the rock,2,1,2004-08-17,2004-08-24
1540,Last Time,Giveon feat. Snoh Aalegra,last time|||giveon feat snoh aalegra,2,1,2024-02-13,2024-02-20
1553,Lay Your Body Down,Pretty Ricky,lay your body down|||pretty ricky,2,1,2006-07-18,2006-07-25
1559,"Lean Wit It, Rock Wit It",Dem Franchize Boyz feat. Jermaine Dupri; Da Brat; Bow Wow,lean wit it rock wit it|||dem franchize boyz feat jermaine dupri da brat bow wow,2,1,2006-02-28,2006-03-07
1584,Let's Get It On,Marvin Gaye,lets get it on|||marvin gaye,2,1,2010-08-03,2010-08-10
1585,Let's Get Married,Jagged Edge,lets get married|||jagged edge,2,1,2009-10-27,2009-11-03
1588,Let's Lay Together,The Isley Brothers,lets lay together|||the isley brothers,2,1,2005-04-26,2005-05-03
1596,Lick 'Em Lover,AMG,lick em lover|||amg,2,1,2007-07-03,2007-07-10
1601,Life After The Feds (It Get Better),Cartel Bo,life after the feds it get better|||cartel bo,2,1,2025-07-15,2025-07-22
1641,Look Over Your Shoulder,Busta Rhymes feat. Kendrick Lamar,look over your shoulder|||busta rhymes feat kendrick lamar,2,1,2020-11-17,2020-11-24
1652,Loungin (Remix),LL Cool J,loungin remix|||ll cool j,2,1,2004-10-12,2004-10-19
1696,Love,Musiq,love|||musiq,2,1,2003-12-16,2003-12-23
1663,Love Language,SZA,love language|||sza,2,1,2023-09-19,2023-09-26
1679,Love This Pain Away,Pino,love this pain away|||pino,2,1,2025-07-15,2025-07-22
1693,Love's Theme,Kim Waters,loves theme|||kim waters,2,1,2011-02-08,2011-02-15
1712,Magic Stick,Lil' Kim feat. 50 Cent,magic stick|||lil kim feat 50 cent,2,1,2004-07-13,2004-07-20
1715,Maintain,Erick Sermon,maintain|||erick sermon,2,1,2007-06-19,2007-06-26
1724,Make It Rain,Fat Joe feat. Lil Wayne,make it rain|||fat joe feat lil wayne,2,1,2007-02-13,2007-02-20
1748,Me So Bad,Tinashe feat. French Montana; Ty Dolla $ign,me so bad|||tinashe feat french montana ty dolla ign,2,1,2018-04-03,2018-04-10
1758,Memories,Dvsn & Ty Dolla $ign,memories|||dvsn and ty dolla ign,2,1,2021-12-07,2021-12-14
1761,Messatsu-Gou Techno OC Remix,Gecko Yamori,messatsu gou techno oc remix|||gecko yamori,2,1,2004-10-26,2004-11-02
1768,Midnight Rendezvous,Vee Magsax Project,midnight rendezvous|||vee magsax project,2,1,2006-06-20,2006-06-27
1793,More & More,Joe,more and more|||joe,2,1,2004-01-20,2004-01-27
1823,My Boo,Usher feat. Alicia Keys,my boo|||usher feat alicia keys,2,1,2004-11-16,2004-11-23
1826,My Country,Nas,my country|||nas,2,1,2005-05-17,2005-05-24
1831,My Heart Belongs To U,Jodeci,my heart belongs to u|||jodeci,2,1,2005-01-25,2005-02-01
1841,"My Neck, My Back (The Answer)",Incision,my neck my back the answer|||incision,2,1,2003-12-30,2004-01-06
1850,My Up and Down (Remix),Adina Howard,my up and down remix|||adina howard,2,1,2008-07-29,2008-08-05
1857,Mystic Beats,Steve Everitt,mystic beats|||steve everitt,2,1,2023-11-07,2023-12-19
1877,"Never Leave You (Uh Oooh, Uh Oooh) - Uh Oooh Remix",Lumidee feat. Busta Rhymes; Fabolous,never leave you uh oooh uh oooh uh oooh remix|||lumidee feat busta rhymes fabolous,2,1,2022-09-06,2022-09-13
1881,Never Lose Me,Flo Milli feat. Bryson Tiller,never lose me|||flo milli feat bryson tiller,2,1,2024-01-09,2024-01-16
1894,No Axe Ta Grind,Bobby Rush,no axe ta grind|||bobby rush,2,1,2024-08-06,2024-08-13
1909,No More Rain (In this Cloud),Angie Stone,no more rain in this cloud|||angie stone,2,1,2004-10-05,2004-10-12
1944,Nothin',N.O.R.E.,nothin|||n o r e,2,1,2003-12-16,2003-12-23
1942,Nothing Compares 2 U,Sinead O' Connor,nothing compares 2 u|||sinead o connor,2,1,2004-08-24,2004-08-31
1943,Nothing Compares 2 U,Sinèad O'Connor,nothing compares 2 u|||sinead oconnor,2,1,2008-01-29,2008-02-05
1950,Nuff' Respect,Big Daddy Kane,nuff respect|||big daddy kane,2,1,2009-07-28,2009-08-18
1961,Offline,Bobby V,offline|||bobby v,2,1,2024-11-05,2024-11-12
1963,Oh My Dayum!,The Gregory Brothers feat. Daym Drops,oh my dayum|||the gregory brothers feat daym drops,2,1,2023-11-28,2023-12-05
1964,Oh Yes,Juelz Santana,oh yes|||juelz santana,2,1,2006-04-11,2006-04-18
1976,On My Level,Wiz Khalifa feat. Too Short,on my level|||wiz khalifa feat too short,2,1,2014-04-15,2014-04-29
1980,On My Own (Alone),Stan Bush,on my own alone|||stan bush,2,1,2015-02-10,2015-02-17
1992,One Minute Man,Missy Elliott feat. Ludacris,one minute man|||missy elliott feat ludacris,2,1,2005-09-27,2005-10-04
1995,One Night Stand,Keri Hilson feat. Chris Brown,one night stand|||keri hilson feat chris brown,2,1,2011-10-11,2011-10-18
2005,Only God Knows Why,Kid Rock,only god knows why|||kid rock,2,1,2005-06-28,2005-07-05
2010,Only the Lonely,Roy Orbison,only the lonely|||roy orbison,2,1,2012-04-24,2012-05-01
